"Rank"	"Count"	"Amount"	"FirstTwo"
993	1	-Rp194	19,00
994	1	-Rp196	19,00
995	1	-Rp196	19,00
996	1	-Rp196	19,00
997	1	-Rp196	19,00
998	1	-Rp198	19,00
999	1	-Rp198	19,00
1000	1	-Rp198	19,00
1001	1	-Rp198	19,00
1002	1	-Rp199	19,00
1003	1	-Rp199	19,00
1004	1	-Rp199	19,00
1005	1	-Rp199	19,00
1006	1	-Rp200	20,00
1007	1	-Rp201	20,00
1008	1	-Rp202	20,00
1009	1	-Rp202	20,00
1010	1	-Rp202	20,00
1011	1	-Rp206	20,00
1012	1	-Rp207	20,00
1013	1	-Rp207	20,00
1014	1	-Rp208	20,00
1015	1	-Rp209	20,00
1016	1	-Rp210	20,00
1017	1	-Rp212	21,00
1018	1	-Rp213	21,00
1019	1	-Rp213	21,00
1020	1	-Rp213	21,00
1021	1	-Rp214	21,00
1022	1	-Rp214	21,00
1023	1	-Rp214	21,00
1024	1	-Rp214	21,00
1025	1	-Rp214	21,00
1026	1	-Rp215	21,00
1027	1	-Rp215	21,00
1028	1	-Rp216	21,00
1029	1	-Rp217	21,00
1030	1	-Rp218	21,00
1031	1	-Rp219	21,00
1032	1	-Rp219	21,00
1033	1	-Rp220	21,00
1034	1	-Rp220	22,00
1035	1	-Rp221	22,00
1036	1	-Rp222	22,00
1037	1	-Rp224	22,00
1038	1	-Rp225	22,00
1039	1	-Rp226	22,00
1040	1	-Rp226	22,00
1041	1	-Rp227	22,00
1042	1	-Rp228	22,00
1043	1	-Rp229	22,00
1044	1	-Rp230	23,00
1045	1	-Rp230	23,00
1046	1	-Rp230	23,00
1047	1	-Rp232	23,00
1048	1	-Rp233	23,00
1049	1	-Rp233	23,00
1050	1	-Rp235	23,00
1051	1	-Rp236	23,00
1052	1	-Rp236	23,00
1053	1	-Rp237	23,00
1054	1	-Rp237	23,00
1055	1	-Rp239	23,00
1056	1	-Rp239	23,00
1057	1	-Rp240	23,00
1058	1	-Rp241	24,00
1059	1	-Rp242	24,00
1060	1	-Rp242	24,00
1061	1	-Rp244	24,00
1062	1	-Rp245	24,00
1063	1	-Rp247	24,00
1064	1	-Rp247	24,00
1065	1	-Rp247	24,00
1066	1	-Rp250	25,00
1067	1	-Rp252	25,00
1068	1	-Rp252	25,00
1069	1	-Rp252	25,00
1070	1	-Rp253	25,00
1071	1	-Rp253	25,00
1072	1	-Rp254	25,00
1073	1	-Rp257	25,00
1074	1	-Rp257	25,00
1075	1	-Rp259	25,00
1076	1	-Rp259	25,00
1077	1	-Rp260	25,00
1078	1	-Rp260	26,00
1079	1	-Rp262	26,00
1080	1	-Rp264	26,00
1081	1	-Rp265	26,00
1082	1	-Rp265	26,00
1083	1	-Rp266	26,00
1084	1	-Rp268	26,00
1085	1	-Rp268	26,00
1086	1	-Rp268	26,00
1087	1	-Rp270	27,00
1088	1	-Rp273	27,00
1089	1	-Rp276	27,00
1090	1	-Rp277	27,00
1091	1	-Rp280	27,00
1092	1	-Rp280	28,00
1093	1	-Rp281	28,00
1094	1	-Rp283	28,00
1095	1	-Rp284	28,00
1096	1	-Rp284	28,00
1097	1	-Rp284	28,00
1098	1	-Rp285	28,00
1099	1	-Rp287	28,00
1100	1	-Rp289	28,00
1101	1	-Rp293	29,00
1102	1	-Rp295	29,00
1103	1	-Rp299	29,00
1104	1	-Rp299	29,00
1105	1	-Rp300	29,00
1106	1	-Rp301	30,00
1107	1	-Rp301	30,00
1108	1	-Rp302	30,00
1109	1	-Rp302	30,00
1110	1	-Rp302	30,00
1111	1	-Rp303	30,00
1112	1	-Rp304	30,00
1113	1	-Rp307	30,00
1114	1	-Rp308	30,00
1115	1	-Rp311	31,00
1116	1	-Rp312	31,00
1117	1	-Rp312	31,00
1118	1	-Rp315	31,00
1119	1	-Rp315	31,00
1120	1	-Rp316	31,00
1121	1	-Rp318	31,00
1122	1	-Rp318	31,00
1123	1	-Rp319	31,00
1124	1	-Rp322	32,00
1125	1	-Rp324	32,00
1126	1	-Rp325	32,00
1127	1	-Rp326	32,00
1128	1	-Rp326	32,00
1129	1	-Rp326	32,00
1130	1	-Rp327	32,00
1131	1	-Rp327	32,00
1132	1	-Rp328	32,00
1133	1	-Rp330	32,00
1134	1	-Rp330	33,00
1135	1	-Rp332	33,00
1136	1	-Rp332	33,00
1137	1	-Rp333	33,00
1138	1	-Rp334	33,00
1139	1	-Rp334	33,00
1140	1	-Rp335	33,00
1141	1	-Rp338	33,00
1142	1	-Rp341	34,00
1143	1	-Rp343	34,00
1144	1	-Rp344	34,00
1145	1	-Rp344	34,00
1146	1	-Rp345	34,00
1147	1	-Rp345	34,00
1148	1	-Rp346	34,00
1149	1	-Rp350	34,00
1150	1	-Rp350	35,00
1151	1	-Rp351	35,00
1152	1	-Rp352	35,00
1153	1	-Rp352	35,00
1154	1	-Rp354	35,00
1155	1	-Rp355	35,00
1156	1	-Rp355	35,00
1157	1	-Rp356	35,00
1158	1	-Rp358	35,00
1159	1	-Rp358	35,00
1160	1	-Rp360	35,00
1161	1	-Rp360	35,00
1162	1	-Rp363	36,00
1163	1	-Rp363	36,00
1164	1	-Rp367	36,00
1165	1	-Rp372	37,00
1166	1	-Rp374	37,00
1167	1	-Rp376	37,00
1168	1	-Rp377	37,00
1169	1	-Rp378	37,00
1170	1	-Rp380	37,00
1171	1	-Rp380	38,00
1172	1	-Rp381	38,00
1173	1	-Rp384	38,00
1174	1	-Rp386	38,00
1175	1	-Rp387	38,00
1176	1	-Rp389	38,00
1177	1	-Rp391	39,00
1178	1	-Rp391	39,00
1179	1	-Rp394	39,00
1180	1	-Rp396	39,00
1181	1	-Rp396	39,00
1182	1	-Rp397	39,00
1183	1	-Rp398	39,00
1184	1	-Rp399	39,00
1185	1	-Rp399	39,00
1186	1	-Rp403	40,00
1187	1	-Rp403	40,00
1188	1	-Rp406	40,00
1189	1	-Rp406	40,00
1190	1	-Rp407	40,00
1191	1	-Rp407	40,00
1192	1	-Rp409	40,00
1193	1	-Rp409	40,00
1194	1	-Rp410	41,00
1195	1	-Rp410	41,00
1196	1	-Rp412	41,00
1197	1	-Rp416	41,00
1198	1	-Rp417	41,00
1199	1	-Rp417	41,00
1200	1	-Rp418	41,00
1201	1	-Rp424	42,00
1202	1	-Rp425	42,00
1203	1	-Rp425	42,00
1204	1	-Rp427	42,00
1205	1	-Rp429	42,00
1206	1	-Rp430	42,00
1207	1	-Rp430	42,00
1208	1	-Rp432	43,00
1209	1	-Rp432	43,00
1210	1	-Rp435	43,00
1211	1	-Rp437	43,00
1212	1	-Rp437	43,00
1213	1	-Rp437	43,00
1214	1	-Rp441	44,00
1215	1	-Rp443	44,00
1216	1	-Rp447	44,00
1217	1	-Rp447	44,00
1218	1	-Rp448	44,00
1219	1	-Rp449	44,00
1220	1	-Rp451	45,00
1221	1	-Rp452	45,00
1222	1	-Rp457	45,00
1223	1	-Rp457	45,00
1224	1	-Rp461	46,00
1225	1	-Rp463	46,00
1226	1	-Rp466	46,00
1227	1	-Rp470	47,00
1228	1	-Rp471	47,00
1229	1	-Rp472	47,00
1230	1	-Rp475	47,00
1231	1	-Rp476	47,00
1232	1	-Rp477	47,00
1233	1	-Rp480	47,00
1234	1	-Rp482	48,00
1235	1	-Rp482	48,00
1236	1	-Rp483	48,00
1237	1	-Rp483	48,00
1238	1	-Rp484	48,00
1239	1	-Rp485	48,00
1240	1	-Rp486	48,00
1241	1	-Rp489	48,00
1242	1	-Rp490	49,00
1243	1	-Rp491	49,00
1244	1	-Rp495	49,00
1245	1	-Rp495	49,00
1246	1	-Rp498	49,00
1247	1	-Rp498	49,00
1248	1	-Rp498	49,00
1249	1	-Rp499	49,00
1250	1	-Rp500	49,00
1251	1	-Rp500	50,00
1252	1	-Rp501	50,00
1253	1	-Rp504	50,00
1254	1	-Rp505	50,00
1255	1	-Rp506	50,00
1256	1	-Rp514	51,00
1257	1	-Rp515	51,00
1258	1	-Rp515	51,00
1259	1	-Rp516	51,00
1260	1	-Rp518	51,00
1261	1	-Rp519	51,00
1262	1	-Rp523	52,00
1263	1	-Rp527	52,00
1264	1	-Rp527	52,00
1265	1	-Rp532	53,00
1266	1	-Rp534	53,00
1267	1	-Rp534	53,00
1268	1	-Rp535	53,00
1269	1	-Rp535	53,00
1270	1	-Rp537	53,00
1271	1	-Rp538	53,00
1272	1	-Rp538	53,00
1273	1	-Rp540	53,00
1274	1	-Rp540	54,00
1275	1	-Rp557	55,00
1276	1	-Rp563	56,00
1277	1	-Rp564	56,00
1278	1	-Rp567	56,00
1279	1	-Rp574	57,00
1280	1	-Rp577	57,00
1281	1	-Rp588	58,00
1282	1	-Rp590	58,00
1283	1	-Rp590	58,00
1284	1	-Rp591	59,00
1285	1	-Rp596	59,00
1286	1	-Rp600	59,00
1287	1	-Rp602	60,00
1288	1	-Rp604	60,00
1289	1	-Rp606	60,00
1290	1	-Rp607	60,00
1291	1	-Rp608	60,00
1292	1	-Rp611	61,00
1293	1	-Rp614	61,00
1294	1	-Rp614	61,00
1295	1	-Rp618	61,00
1296	1	-Rp623	62,00
1297	1	-Rp626	62,00
1298	1	-Rp627	62,00
1299	1	-Rp629	62,00
1300	1	-Rp629	62,00
1301	1	-Rp631	63,00
1302	1	-Rp636	63,00
1303	1	-Rp638	63,00
1304	1	-Rp640	64,00
1305	1	-Rp647	64,00
1306	1	-Rp648	64,00
1307	1	-Rp649	64,00
1308	1	-Rp649	64,00
1309	1	-Rp658	65,00
1310	1	-Rp659	65,00
1311	1	-Rp659	65,00
1312	1	-Rp667	66,00
1313	1	-Rp672	67,00
1314	1	-Rp675	67,00
1315	1	-Rp675	67,00
1316	1	-Rp676	67,00
1317	1	-Rp676	67,00
1318	1	-Rp677	67,00
1319	1	-Rp678	67,00
1320	1	-Rp683	68,00
1321	1	-Rp687	68,00
1322	1	-Rp690	69,00
1323	1	-Rp693	69,00
1324	1	-Rp699	69,00
1325	1	-Rp700	70,00
1326	1	-Rp706	70,00
1327	1	-Rp707	70,00
1328	1	-Rp709	70,00
1329	1	-Rp711	71,00
1330	1	-Rp711	71,00
1331	1	-Rp712	71,00
1332	1	-Rp713	71,00
1333	1	-Rp720	71,00
1334	1	-Rp734	73,00
1335	1	-Rp737	73,00
1336	1	-Rp767	76,00
1337	1	-Rp767	76,00
1338	1	-Rp773	77,00
1339	1	-Rp773	77,00
1340	1	-Rp773	77,00
1341	1	-Rp774	77,00
1342	1	-Rp779	77,00
1343	1	-Rp780	78,00
1344	1	-Rp788	78,00
1345	1	-Rp789	78,00
1346	1	-Rp792	79,00
1347	1	-Rp796	79,00
1348	1	-Rp800	79,00
1349	1	-Rp801	80,00
1350	1	-Rp801	80,00
1351	1	-Rp809	80,00
1352	1	-Rp816	81,00
1353	1	-Rp816	81,00
1354	1	-Rp819	81,00
1355	1	-Rp823	82,00
1356	1	-Rp823	82,00
1357	1	-Rp828	82,00
1358	1	-Rp835	83,00
1359	1	-Rp835	83,00
1360	1	-Rp838	83,00
1361	1	-Rp839	83,00
1362	1	-Rp846	84,00
1363	1	-Rp848	84,00
1364	1	-Rp856	85,00
1365	1	-Rp859	85,00
1366	1	-Rp860	86,00
1367	1	-Rp869	86,00
1368	1	-Rp870	86,00
1369	1	-Rp878	87,00
1370	1	-Rp880	88,00
1371	1	-Rp883	88,00
1372	1	-Rp892	89,00
1373	1	-Rp896	89,00
1374	1	-Rp900	89,00
1375	1	-Rp901	90,00
1376	1	-Rp902	90,00
1377	1	-Rp911	91,00
1378	1	-Rp916	91,00
1379	1	-Rp923	92,00
1380	1	-Rp923	92,00
1381	1	-Rp925	92,00
1382	1	-Rp929	92,00
1383	1	-Rp932	93,00
1384	1	-Rp933	93,00
1385	1	-Rp934	93,00
1386	1	-Rp944	94,00
1387	1	-Rp944	94,00
1388	1	-Rp945	94,00
1389	1	-Rp945	94,00
1390	1	-Rp950	95,00
1391	1	-Rp954	95,00
1392	1	-Rp965	96,00
1393	1	-Rp967	96,00
1394	1	-Rp967	96,00
1395	1	-Rp971	97,00
1396	1	-Rp978	97,00
1397	1	-Rp978	97,00
1398	1	-Rp994	99,00
1399	1	-Rp994	99,00
1400	1	-Rp997	99,00
1401	1	-Rp1000	10,00
1402	1	-Rp1002	10,00
1403	1	-Rp1014	10,00
1404	1	-Rp1014	10,00
1405	1	-Rp1018	10,00
1406	1	-Rp1021	10,00
1407	1	-Rp1024	10,00
1408	1	-Rp1024	10,00
1409	1	-Rp1035	10,00
1410	1	-Rp1049	10,00
1411	1	-Rp1049	10,00
1412	1	-Rp1050	10,00
1413	1	-Rp1050	10,00
1414	1	-Rp1054	10,00
1415	1	-Rp1059	10,00
1416	1	-Rp1063	10,00
1417	1	-Rp1080	10,00
1418	1	-Rp1081	10,00
1419	1	-Rp1082	10,00
1420	1	-Rp1083	10,00
1421	1	-Rp1085	10,00
1422	1	-Rp1100	11,00
1423	1	-Rp1103	11,00
1424	1	-Rp1109	11,00
1425	1	-Rp1126	11,00
1426	1	-Rp1131	11,00
1427	1	-Rp1133	11,00
1428	1	-Rp1157	11,00
1429	1	-Rp1170	11,00
1430	1	-Rp1180	11,00
1431	1	-Rp1192	11,00
1432	1	-Rp1193	11,00
1433	1	-Rp1194	11,00
1434	1	-Rp1197	11,00
1435	1	-Rp1200	12,00
1436	1	-Rp1201	12,00
1437	1	-Rp1216	12,00
1438	1	-Rp1228	12,00
1439	1	-Rp1231	12,00
1440	1	-Rp1234	12,00
1441	1	-Rp1239	12,00
1442	1	-Rp1250	12,00
1443	1	-Rp1260	12,00
1444	1	-Rp1273	12,00
1445	1	-Rp1288	12,00
1446	1	-Rp1295	12,00
1447	1	-Rp1297	12,00
1448	1	-Rp1299	12,00
1449	1	-Rp1303	13,00
1450	1	-Rp1317	13,00
1451	1	-Rp1323	13,00
1452	1	-Rp1324	13,00
1453	1	-Rp1328	13,00
1454	1	-Rp1348	13,00
1455	1	-Rp1348	13,00
1456	1	-Rp1356	13,00
1457	1	-Rp1364	13,00
1458	1	-Rp1364	13,00
1459	1	-Rp1371	13,00
1460	1	-Rp1389	13,00
1461	1	-Rp1393	13,00
1462	1	-Rp1398	13,00
1463	1	-Rp1400	14,00
1464	1	-Rp1404	14,00
1465	1	-Rp1430	14,00
1466	1	-Rp1438	14,00
1467	1	-Rp1438	14,00
1468	1	-Rp1446	14,00
1469	1	-Rp1454	14,00
1470	1	-Rp1465	14,00
1471	1	-Rp1467	14,00
1472	1	-Rp1472	14,00
1473	1	-Rp1490	14,00
1474	1	-Rp1530	15,00
1475	1	-Rp1538	15,00
1476	1	-Rp1545	15,00
1477	1	-Rp1555	15,00
1478	1	-Rp1569	15,00
1479	1	-Rp1576	15,00
1480	1	-Rp1581	15,00
1481	1	-Rp1582	15,00
1482	1	-Rp1602	16,00
1483	1	-Rp1609	16,00
1484	1	-Rp1625	16,00
1485	1	-Rp1645	16,00
1486	1	-Rp1650	16,00
1487	1	-Rp1654	16,00
1488	1	-Rp1701	17,00
1489	1	-Rp1701	17,00
1490	1	-Rp1710	17,00
1491	1	-Rp1713	17,00
1492	1	-Rp1757	17,00
1493	1	-Rp1764	17,00
1494	1	-Rp1771	17,00
1495	1	-Rp1798	17,00
1496	1	-Rp1820	18,00
1497	1	-Rp1821	18,00
1498	1	-Rp1890	18,00
1499	1	-Rp1908	19,00
1500	1	-Rp1913	19,00
1501	1	-Rp1921	19,00
1502	1	-Rp1966	19,00
1503	1	-Rp1970	19,00
1504	1	-Rp1991	19,00
1505	1	-Rp2040	20,00
1506	1	-Rp2059	20,00
1507	1	-Rp2059	20,00
1508	1	-Rp2070	20,00
1509	1	-Rp2098	20,00
1510	1	-Rp2133	21,00
1511	1	-Rp2152	21,00
1512	1	-Rp2157	21,00
1513	1	-Rp2161	21,00
1514	1	-Rp2201	22,00
1515	1	-Rp2230	22,00
1516	1	-Rp2236	22,00
1517	1	-Rp2246	22,00
1518	1	-Rp2250	22,00
1519	1	-Rp2256	22,00
1520	1	-Rp2396	23,00
1521	1	-Rp2438	24,00
1522	1	-Rp2444	24,00
1523	1	-Rp2465	24,00
1524	1	-Rp2475	24,00
1525	1	-Rp2496	24,00
1526	1	-Rp2516	25,00
1527	1	-Rp2517	25,00
1528	1	-Rp2549	25,00
1529	1	-Rp2596	25,00
1530	1	-Rp2623	26,00
1531	1	-Rp2629	26,00
1532	1	-Rp2632	26,00
1533	1	-Rp2636	26,00
1534	1	-Rp2645	26,00
1535	1	-Rp2660	26,00
1536	1	-Rp2725	27,00
1537	1	-Rp2765	27,00
1538	1	-Rp2870	28,00
1539	1	-Rp2879	28,00
1540	1	-Rp2983	29,00
1541	1	-Rp3122	31,00
1542	1	-Rp3128	31,00
1543	1	-Rp3137	31,00
1544	1	-Rp3156	31,00
1545	1	-Rp3230	32,00
1546	1	-Rp3250	32,00
1547	1	-Rp3652	36,00
1548	1	-Rp3653	36,00
1549	1	-Rp3654	36,00
1550	1	-Rp3721	37,00
1551	1	-Rp3730	37,00
1552	1	-Rp3795	37,00
1553	1	-Rp3830	38,00
1554	1	-Rp3942	39,00
1555	1	-Rp4021	40,00
1556	1	-Rp4114	41,00
1557	1	-Rp4217	42,00
1558	1	-Rp4247	42,00
1559	1	-Rp4290	42,00
1560	1	-Rp4405	44,00
1561	1	-Rp4499	44,00
1562	1	-Rp4882	48,00
1563	1	-Rp4947	49,00
1564	1	-Rp5159	51,00
1565	1	-Rp5325	53,00
1566	1	-Rp5781	57,00
1567	1	-Rp5878	58,00
1568	1	-Rp5940	59,00
1569	1	-Rp5960	59,00
1570	1	-Rp6034	60,00
1571	1	-Rp6206	62,00
1572	1	-Rp6499	64,00
1573	1	-Rp6587	65,00
1574	1	-Rp6820	68,00
1575	1	-Rp6951	69,00
1576	1	-Rp7781	77,00
1577	1	-Rp8000	80,00
1578	1	-Rp8370	83,00
1579	1	-Rp9054	90,00
1580	1	-Rp10076	10,00
1581	1	-Rp10200	10,00
1582	1	-Rp10707	10,00
1583	1	-Rp11463	11,00
1584	1	-Rp12581	12,00
1585	1	-Rp13638	13,00
1586	1	-Rp14393	14,00
1587	1	-Rp15678	15,00
1588	1	-Rp17311	17,00
1589	1	-Rp22034	22,00
1590	1	-Rp23659	23,00
1591	1	-Rp24671	24,00
1592	1	-Rp38139	38,00
1593	1	-Rp71388	71,00
