"Rank"	"Count"	"Amount"	"FirstTwo"
15179	2	Rp370	37,00
15180	2	Rp370	37,00
15181	2	Rp370	36,00
15182	2	Rp370	36,00
15183	2	Rp370	36,00
15184	2	Rp370	36,00
15185	2	Rp370	36,00
15186	2	Rp369	36,00
15187	2	Rp369	36,00
15188	2	Rp369	36,00
15189	2	Rp369	36,00
15190	2	Rp369	36,00
15191	2	Rp369	36,00
15192	2	Rp369	36,00
15193	2	Rp369	36,00
15194	2	Rp369	36,00
15195	2	Rp369	36,00
15196	2	Rp368	36,00
15197	2	Rp368	36,00
15198	2	Rp368	36,00
15199	2	Rp368	36,00
15200	2	Rp368	36,00
15201	2	Rp368	36,00
15202	2	Rp368	36,00
15203	2	Rp368	36,00
15204	2	Rp368	36,00
15205	2	Rp368	36,00
15206	2	Rp367	36,00
15207	2	Rp367	36,00
15208	2	Rp367	36,00
15209	2	Rp367	36,00
15210	2	Rp367	36,00
15211	2	Rp367	36,00
15212	2	Rp367	36,00
15213	2	Rp367	36,00
15214	2	Rp367	36,00
15215	2	Rp367	36,00
15216	2	Rp367	36,00
15217	2	Rp367	36,00
15218	2	Rp367	36,00
15219	2	Rp367	36,00
15220	2	Rp366	36,00
15221	2	Rp366	36,00
15222	2	Rp366	36,00
15223	2	Rp366	36,00
15224	2	Rp366	36,00
15225	2	Rp366	36,00
15226	2	Rp366	36,00
15227	2	Rp366	36,00
15228	2	Rp365	36,00
15229	2	Rp365	36,00
15230	2	Rp365	36,00
15231	2	Rp365	36,00
15232	2	Rp365	36,00
15233	2	Rp365	36,00
15234	2	Rp365	36,00
15235	2	Rp365	36,00
15236	2	Rp364	36,00
15237	2	Rp364	36,00
15238	2	Rp364	36,00
15239	2	Rp364	36,00
15240	2	Rp364	36,00
15241	2	Rp364	36,00
15242	2	Rp364	36,00
15243	2	Rp364	36,00
15244	2	Rp364	36,00
15245	2	Rp364	36,00
15246	2	Rp363	36,00
15247	2	Rp363	36,00
15248	2	Rp363	36,00
15249	2	Rp363	36,00
15250	2	Rp363	36,00
15251	2	Rp363	36,00
15252	2	Rp363	36,00
15253	2	Rp362	36,00
15254	2	Rp362	36,00
15255	2	Rp362	36,00
15256	2	Rp362	36,00
15257	2	Rp362	36,00
15258	2	Rp362	36,00
15259	2	Rp362	36,00
15260	2	Rp362	36,00
15261	2	Rp362	36,00
15262	2	Rp361	36,00
15263	2	Rp361	36,00
15264	2	Rp361	36,00
15265	2	Rp361	36,00
15266	2	Rp360	36,00
15267	2	Rp360	36,00
15268	2	Rp360	36,00
15269	2	Rp360	36,00
15270	2	Rp360	36,00
15271	2	Rp360	35,00
15272	2	Rp360	35,00
15273	2	Rp360	35,00
15274	2	Rp360	35,00
15275	2	Rp360	35,00
15276	2	Rp360	35,00
15277	2	Rp359	35,00
15278	2	Rp359	35,00
15279	2	Rp359	35,00
15280	2	Rp359	35,00
15281	2	Rp359	35,00
15282	2	Rp359	35,00
15283	2	Rp359	35,00
15284	2	Rp359	35,00
15285	2	Rp359	35,00
15286	2	Rp359	35,00
15287	2	Rp359	35,00
15288	2	Rp359	35,00
15289	2	Rp359	35,00
15290	2	Rp358	35,00
15291	2	Rp358	35,00
15292	2	Rp358	35,00
15293	2	Rp358	35,00
15294	2	Rp358	35,00
15295	2	Rp358	35,00
15296	2	Rp358	35,00
15297	2	Rp357	35,00
15298	2	Rp357	35,00
15299	2	Rp357	35,00
15300	2	Rp357	35,00
15301	2	Rp357	35,00
15302	2	Rp357	35,00
15303	2	Rp357	35,00
15304	2	Rp357	35,00
15305	2	Rp357	35,00
15306	2	Rp356	35,00
15307	2	Rp356	35,00
15308	2	Rp356	35,00
15309	2	Rp356	35,00
15310	2	Rp356	35,00
15311	2	Rp356	35,00
15312	2	Rp356	35,00
15313	2	Rp356	35,00
15314	2	Rp355	35,00
15315	2	Rp355	35,00
15316	2	Rp355	35,00
15317	2	Rp355	35,00
15318	2	Rp355	35,00
15319	2	Rp355	35,00
15320	2	Rp355	35,00
15321	2	Rp355	35,00
15322	2	Rp355	35,00
15323	2	Rp355	35,00
15324	2	Rp355	35,00
15325	2	Rp355	35,00
15326	2	Rp355	35,00
15327	2	Rp355	35,00
15328	2	Rp355	35,00
15329	2	Rp354	35,00
15330	2	Rp354	35,00
15331	2	Rp354	35,00
15332	2	Rp354	35,00
15333	2	Rp354	35,00
15334	2	Rp354	35,00
15335	2	Rp354	35,00
15336	2	Rp354	35,00
15337	2	Rp354	35,00
15338	2	Rp354	35,00
15339	2	Rp353	35,00
15340	2	Rp353	35,00
15341	2	Rp353	35,00
15342	2	Rp353	35,00
15343	2	Rp353	35,00
15344	2	Rp353	35,00
15345	2	Rp353	35,00
15346	2	Rp353	35,00
15347	2	Rp353	35,00
15348	2	Rp352	35,00
15349	2	Rp352	35,00
15350	2	Rp352	35,00
15351	2	Rp352	35,00
15352	2	Rp352	35,00
15353	2	Rp352	35,00
15354	2	Rp352	35,00
15355	2	Rp352	35,00
15356	2	Rp352	35,00
15357	2	Rp351	35,00
15358	2	Rp351	35,00
15359	2	Rp351	35,00
15360	2	Rp351	35,00
15361	2	Rp351	35,00
15362	2	Rp351	35,00
15363	2	Rp350	35,00
15364	2	Rp350	35,00
15365	2	Rp350	35,00
15366	2	Rp350	35,00
15367	2	Rp350	34,00
15368	2	Rp350	34,00
15369	2	Rp350	34,00
15370	2	Rp350	34,00
15371	2	Rp350	34,00
15372	2	Rp349	34,00
15373	2	Rp349	34,00
15374	2	Rp349	34,00
15375	2	Rp349	34,00
15376	2	Rp349	34,00
15377	2	Rp349	34,00
15378	2	Rp349	34,00
15379	2	Rp349	34,00
15380	2	Rp349	34,00
15381	2	Rp349	34,00
15382	2	Rp349	34,00
15383	2	Rp349	34,00
15384	2	Rp348	34,00
15385	2	Rp348	34,00
15386	2	Rp348	34,00
15387	2	Rp348	34,00
15388	2	Rp348	34,00
15389	2	Rp348	34,00
15390	2	Rp348	34,00
15391	2	Rp348	34,00
15392	2	Rp347	34,00
15393	2	Rp347	34,00
15394	2	Rp347	34,00
15395	2	Rp347	34,00
15396	2	Rp347	34,00
15397	2	Rp347	34,00
15398	2	Rp347	34,00
15399	2	Rp347	34,00
15400	2	Rp347	34,00
15401	2	Rp346	34,00
15402	2	Rp346	34,00
15403	2	Rp346	34,00
15404	2	Rp346	34,00
15405	2	Rp346	34,00
15406	2	Rp346	34,00
15407	2	Rp345	34,00
15408	2	Rp345	34,00
15409	2	Rp345	34,00
15410	2	Rp345	34,00
15411	2	Rp345	34,00
15412	2	Rp345	34,00
15413	2	Rp345	34,00
15414	2	Rp345	34,00
15415	2	Rp345	34,00
15416	2	Rp345	34,00
15417	2	Rp345	34,00
15418	2	Rp344	34,00
15419	2	Rp344	34,00
15420	2	Rp344	34,00
15421	2	Rp344	34,00
15422	2	Rp344	34,00
15423	2	Rp344	34,00
15424	2	Rp343	34,00
15425	2	Rp343	34,00
15426	2	Rp343	34,00
15427	2	Rp343	34,00
15428	2	Rp343	34,00
15429	2	Rp343	34,00
15430	2	Rp343	34,00
15431	2	Rp343	34,00
15432	2	Rp343	34,00
15433	2	Rp343	34,00
15434	2	Rp343	34,00
15435	2	Rp343	34,00
15436	2	Rp342	34,00
15437	2	Rp342	34,00
15438	2	Rp342	34,00
15439	2	Rp342	34,00
15440	2	Rp342	34,00
15441	2	Rp342	34,00
15442	2	Rp342	34,00
15443	2	Rp342	34,00
15444	2	Rp342	34,00
15445	2	Rp342	34,00
15446	2	Rp342	34,00
15447	2	Rp342	34,00
15448	2	Rp342	34,00
15449	2	Rp342	34,00
15450	2	Rp342	34,00
15451	2	Rp341	34,00
15452	2	Rp341	34,00
15453	2	Rp341	34,00
15454	2	Rp341	34,00
15455	2	Rp341	34,00
15456	2	Rp341	34,00
15457	2	Rp341	34,00
15458	2	Rp341	34,00
15459	2	Rp341	34,00
15460	2	Rp341	34,00
15461	2	Rp341	34,00
15462	2	Rp340	34,00
15463	2	Rp340	34,00
15464	2	Rp340	34,00
15465	2	Rp340	33,00
15466	2	Rp340	33,00
15467	2	Rp340	33,00
15468	2	Rp340	33,00
15469	2	Rp340	33,00
15470	2	Rp340	33,00
15471	2	Rp339	33,00
15472	2	Rp339	33,00
15473	2	Rp339	33,00
15474	2	Rp339	33,00
15475	2	Rp339	33,00
15476	2	Rp339	33,00
15477	2	Rp339	33,00
15478	2	Rp339	33,00
15479	2	Rp339	33,00
15480	2	Rp339	33,00
15481	2	Rp339	33,00
15482	2	Rp338	33,00
15483	2	Rp338	33,00
15484	2	Rp338	33,00
15485	2	Rp338	33,00
15486	2	Rp338	33,00
15487	2	Rp338	33,00
15488	2	Rp338	33,00
15489	2	Rp338	33,00
15490	2	Rp338	33,00
15491	2	Rp338	33,00
15492	2	Rp338	33,00
15493	2	Rp338	33,00
15494	2	Rp338	33,00
15495	2	Rp338	33,00
15496	2	Rp337	33,00
15497	2	Rp337	33,00
15498	2	Rp337	33,00
15499	2	Rp337	33,00
15500	2	Rp337	33,00
15501	2	Rp337	33,00
15502	2	Rp337	33,00
15503	2	Rp337	33,00
15504	2	Rp337	33,00
15505	2	Rp337	33,00
15506	2	Rp337	33,00
15507	2	Rp336	33,00
15508	2	Rp336	33,00
15509	2	Rp336	33,00
15510	2	Rp336	33,00
15511	2	Rp336	33,00
15512	2	Rp336	33,00
15513	2	Rp336	33,00
15514	2	Rp336	33,00
15515	2	Rp336	33,00
15516	2	Rp335	33,00
15517	2	Rp335	33,00
15518	2	Rp335	33,00
15519	2	Rp335	33,00
15520	2	Rp335	33,00
15521	2	Rp335	33,00
15522	2	Rp335	33,00
15523	2	Rp335	33,00
15524	2	Rp335	33,00
15525	2	Rp335	33,00
15526	2	Rp335	33,00
15527	2	Rp334	33,00
15528	2	Rp334	33,00
15529	2	Rp334	33,00
15530	2	Rp334	33,00
15531	2	Rp334	33,00
15532	2	Rp334	33,00
15533	2	Rp334	33,00
15534	2	Rp334	33,00
15535	2	Rp334	33,00
15536	2	Rp334	33,00
15537	2	Rp334	33,00
15538	2	Rp334	33,00
15539	2	Rp334	33,00
15540	2	Rp333	33,00
15541	2	Rp333	33,00
15542	2	Rp333	33,00
15543	2	Rp333	33,00
15544	2	Rp333	33,00
15545	2	Rp333	33,00
15546	2	Rp333	33,00
15547	2	Rp333	33,00
15548	2	Rp333	33,00
15549	2	Rp332	33,00
15550	2	Rp332	33,00
15551	2	Rp332	33,00
15552	2	Rp332	33,00
15553	2	Rp332	33,00
15554	2	Rp332	33,00
15555	2	Rp332	33,00
15556	2	Rp332	33,00
15557	2	Rp332	33,00
15558	2	Rp332	33,00
15559	2	Rp332	33,00
15560	2	Rp331	33,00
15561	2	Rp331	33,00
15562	2	Rp331	33,00
15563	2	Rp331	33,00
15564	2	Rp331	33,00
15565	2	Rp331	33,00
15566	2	Rp330	33,00
15567	2	Rp330	33,00
15568	2	Rp330	33,00
15569	2	Rp330	33,00
15570	2	Rp330	33,00
15571	2	Rp330	33,00
15572	2	Rp330	33,00
15573	2	Rp330	33,00
15574	2	Rp330	32,00
15575	2	Rp330	32,00
15576	2	Rp330	32,00
15577	2	Rp330	32,00
15578	2	Rp330	32,00
15579	2	Rp329	32,00
15580	2	Rp329	32,00
15581	2	Rp329	32,00
15582	2	Rp329	32,00
15583	2	Rp329	32,00
15584	2	Rp329	32,00
15585	2	Rp329	32,00
15586	2	Rp329	32,00
15587	2	Rp329	32,00
15588	2	Rp328	32,00
15589	2	Rp328	32,00
15590	2	Rp328	32,00
15591	2	Rp328	32,00
15592	2	Rp328	32,00
15593	2	Rp328	32,00
15594	2	Rp328	32,00
15595	2	Rp328	32,00
15596	2	Rp328	32,00
15597	2	Rp328	32,00
15598	2	Rp327	32,00
15599	2	Rp327	32,00
15600	2	Rp327	32,00
15601	2	Rp327	32,00
15602	2	Rp327	32,00
15603	2	Rp327	32,00
15604	2	Rp327	32,00
15605	2	Rp327	32,00
15606	2	Rp327	32,00
15607	2	Rp326	32,00
15608	2	Rp326	32,00
15609	2	Rp326	32,00
15610	2	Rp326	32,00
15611	2	Rp326	32,00
15612	2	Rp326	32,00
15613	2	Rp326	32,00
15614	2	Rp325	32,00
15615	2	Rp325	32,00
15616	2	Rp325	32,00
15617	2	Rp325	32,00
15618	2	Rp325	32,00
15619	2	Rp325	32,00
15620	2	Rp325	32,00
15621	2	Rp325	32,00
15622	2	Rp325	32,00
15623	2	Rp325	32,00
15624	2	Rp325	32,00
15625	2	Rp325	32,00
15626	2	Rp325	32,00
15627	2	Rp325	32,00
15628	2	Rp325	32,00
15629	2	Rp325	32,00
15630	2	Rp325	32,00
15631	2	Rp325	32,00
15632	2	Rp324	32,00
15633	2	Rp324	32,00
15634	2	Rp324	32,00
15635	2	Rp324	32,00
15636	2	Rp324	32,00
15637	2	Rp324	32,00
15638	2	Rp324	32,00
15639	2	Rp324	32,00
15640	2	Rp324	32,00
15641	2	Rp324	32,00
15642	2	Rp324	32,00
15643	2	Rp323	32,00
15644	2	Rp323	32,00
15645	2	Rp323	32,00
15646	2	Rp323	32,00
15647	2	Rp323	32,00
15648	2	Rp323	32,00
15649	2	Rp323	32,00
15650	2	Rp323	32,00
15651	2	Rp323	32,00
15652	2	Rp323	32,00
15653	2	Rp322	32,00
15654	2	Rp322	32,00
15655	2	Rp322	32,00
15656	2	Rp322	32,00
15657	2	Rp322	32,00
15658	2	Rp322	32,00
15659	2	Rp322	32,00
15660	2	Rp322	32,00
15661	2	Rp321	32,00
15662	2	Rp321	32,00
15663	2	Rp321	32,00
15664	2	Rp321	32,00
15665	2	Rp321	32,00
15666	2	Rp321	32,00
15667	2	Rp321	32,00
15668	2	Rp321	32,00
15669	2	Rp321	32,00
15670	2	Rp321	32,00
15671	2	Rp320	32,00
15672	2	Rp320	32,00
15673	2	Rp320	32,00
15674	2	Rp320	32,00
15675	2	Rp320	31,00
15676	2	Rp320	31,00
15677	2	Rp320	31,00
15678	2	Rp320	31,00
15679	2	Rp320	31,00
15680	2	Rp320	31,00
15681	2	Rp320	31,00
15682	2	Rp320	31,00
15683	2	Rp320	31,00
15684	2	Rp320	31,00
15685	2	Rp320	31,00
15686	2	Rp320	31,00
15687	2	Rp319	31,00
15688	2	Rp319	31,00
15689	2	Rp319	31,00
15690	2	Rp319	31,00
15691	2	Rp319	31,00
15692	2	Rp319	31,00
15693	2	Rp319	31,00
15694	2	Rp319	31,00
15695	2	Rp319	31,00
15696	2	Rp319	31,00
15697	2	Rp319	31,00
15698	2	Rp318	31,00
15699	2	Rp318	31,00
15700	2	Rp318	31,00
15701	2	Rp318	31,00
15702	2	Rp318	31,00
15703	2	Rp318	31,00
15704	2	Rp318	31,00
15705	2	Rp318	31,00
15706	2	Rp318	31,00
15707	2	Rp318	31,00
15708	2	Rp317	31,00
15709	2	Rp317	31,00
15710	2	Rp317	31,00
15711	2	Rp317	31,00
15712	2	Rp317	31,00
15713	2	Rp317	31,00
15714	2	Rp317	31,00
15715	2	Rp317	31,00
15716	2	Rp317	31,00
15717	2	Rp317	31,00
15718	2	Rp317	31,00
15719	2	Rp317	31,00
15720	2	Rp317	31,00
15721	2	Rp317	31,00
15722	2	Rp317	31,00
15723	2	Rp316	31,00
15724	2	Rp316	31,00
15725	2	Rp316	31,00
15726	2	Rp316	31,00
15727	2	Rp316	31,00
15728	2	Rp316	31,00
15729	2	Rp316	31,00
15730	2	Rp316	31,00
15731	2	Rp316	31,00
15732	2	Rp316	31,00
15733	2	Rp315	31,00
15734	2	Rp315	31,00
15735	2	Rp315	31,00
15736	2	Rp315	31,00
15737	2	Rp315	31,00
15738	2	Rp315	31,00
15739	2	Rp315	31,00
15740	2	Rp315	31,00
15741	2	Rp315	31,00
15742	2	Rp315	31,00
15743	2	Rp314	31,00
15744	2	Rp314	31,00
15745	2	Rp314	31,00
15746	2	Rp314	31,00
15747	2	Rp314	31,00
15748	2	Rp314	31,00
15749	2	Rp314	31,00
15750	2	Rp314	31,00
15751	2	Rp314	31,00
15752	2	Rp314	31,00
15753	2	Rp313	31,00
15754	2	Rp313	31,00
15755	2	Rp313	31,00
15756	2	Rp313	31,00
15757	2	Rp313	31,00
15758	2	Rp313	31,00
15759	2	Rp313	31,00
15760	2	Rp313	31,00
15761	2	Rp313	31,00
15762	2	Rp312	31,00
15763	2	Rp312	31,00
15764	2	Rp312	31,00
15765	2	Rp312	31,00
15766	2	Rp312	31,00
15767	2	Rp312	31,00
15768	2	Rp312	31,00
15769	2	Rp312	31,00
15770	2	Rp311	31,00
15771	2	Rp311	31,00
15772	2	Rp311	31,00
15773	2	Rp311	31,00
15774	2	Rp311	31,00
15775	2	Rp311	31,00
15776	2	Rp311	31,00
15777	2	Rp311	31,00
15778	2	Rp311	31,00
15779	2	Rp311	31,00
15780	2	Rp311	31,00
15781	2	Rp310	31,00
15782	2	Rp310	31,00
15783	2	Rp310	31,00
15784	2	Rp310	31,00
15785	2	Rp310	31,00
15786	2	Rp310	31,00
15787	2	Rp310	31,00
15788	2	Rp310	30,00
15789	2	Rp310	30,00
15790	2	Rp310	30,00
15791	2	Rp310	30,00
15792	2	Rp310	30,00
15793	2	Rp309	30,00
15794	2	Rp309	30,00
15795	2	Rp309	30,00
15796	2	Rp309	30,00
15797	2	Rp309	30,00
15798	2	Rp309	30,00
15799	2	Rp309	30,00
15800	2	Rp309	30,00
15801	2	Rp309	30,00
15802	2	Rp309	30,00
15803	2	Rp309	30,00
15804	2	Rp309	30,00
15805	2	Rp308	30,00
15806	2	Rp308	30,00
15807	2	Rp308	30,00
15808	2	Rp308	30,00
15809	2	Rp308	30,00
15810	2	Rp308	30,00
15811	2	Rp308	30,00
15812	2	Rp308	30,00
15813	2	Rp308	30,00
15814	2	Rp308	30,00
15815	2	Rp308	30,00
15816	2	Rp308	30,00
15817	2	Rp308	30,00
15818	2	Rp307	30,00
15819	2	Rp307	30,00
15820	2	Rp307	30,00
15821	2	Rp307	30,00
15822	2	Rp307	30,00
15823	2	Rp307	30,00
15824	2	Rp307	30,00
15825	2	Rp307	30,00
15826	2	Rp307	30,00
15827	2	Rp307	30,00
15828	2	Rp307	30,00
15829	2	Rp306	30,00
15830	2	Rp306	30,00
15831	2	Rp306	30,00
15832	2	Rp306	30,00
15833	2	Rp306	30,00
15834	2	Rp306	30,00
15835	2	Rp306	30,00
15836	2	Rp306	30,00
15837	2	Rp306	30,00
15838	2	Rp306	30,00
15839	2	Rp305	30,00
15840	2	Rp305	30,00
15841	2	Rp305	30,00
15842	2	Rp305	30,00
15843	2	Rp305	30,00
15844	2	Rp305	30,00
15845	2	Rp305	30,00
15846	2	Rp305	30,00
15847	2	Rp305	30,00
15848	2	Rp305	30,00
15849	2	Rp305	30,00
15850	2	Rp305	30,00
15851	2	Rp304	30,00
15852	2	Rp304	30,00
15853	2	Rp304	30,00
15854	2	Rp304	30,00
15855	2	Rp304	30,00
15856	2	Rp304	30,00
15857	2	Rp304	30,00
15858	2	Rp304	30,00
15859	2	Rp304	30,00
15860	2	Rp304	30,00
15861	2	Rp304	30,00
15862	2	Rp304	30,00
15863	2	Rp304	30,00
15864	2	Rp303	30,00
15865	2	Rp303	30,00
15866	2	Rp303	30,00
15867	2	Rp303	30,00
15868	2	Rp303	30,00
15869	2	Rp303	30,00
15870	2	Rp303	30,00
15871	2	Rp303	30,00
15872	2	Rp303	30,00
15873	2	Rp302	30,00
15874	2	Rp302	30,00
15875	2	Rp302	30,00
15876	2	Rp302	30,00
15877	2	Rp302	30,00
15878	2	Rp302	30,00
15879	2	Rp302	30,00
15880	2	Rp302	30,00
15881	2	Rp302	30,00
15882	2	Rp302	30,00
15883	2	Rp302	30,00
15884	2	Rp302	30,00
15885	2	Rp302	30,00
15886	2	Rp302	30,00
15887	2	Rp302	30,00
15888	2	Rp302	30,00
15889	2	Rp302	30,00
15890	2	Rp301	30,00
15891	2	Rp301	30,00
15892	2	Rp301	30,00
15893	2	Rp301	30,00
15894	2	Rp301	30,00
15895	2	Rp301	30,00
15896	2	Rp301	30,00
15897	2	Rp301	30,00
15898	2	Rp301	30,00
15899	2	Rp301	30,00
15900	2	Rp301	30,00
15901	2	Rp301	30,00
15902	2	Rp301	30,00
15903	2	Rp301	30,00
15904	2	Rp301	30,00
15905	2	Rp301	30,00
15906	2	Rp301	30,00
15907	2	Rp301	30,00
15908	2	Rp301	30,00
15909	2	Rp301	30,00
15910	2	Rp300	29,00
15911	2	Rp300	29,00
15912	2	Rp300	29,00
15913	2	Rp300	29,00
15914	2	Rp300	29,00
15915	2	Rp299	29,00
15916	2	Rp299	29,00
15917	2	Rp299	29,00
15918	2	Rp299	29,00
15919	2	Rp299	29,00
15920	2	Rp299	29,00
15921	2	Rp299	29,00
15922	2	Rp299	29,00
15923	2	Rp299	29,00
15924	2	Rp299	29,00
15925	2	Rp299	29,00
15926	2	Rp299	29,00
15927	2	Rp299	29,00
15928	2	Rp298	29,00
15929	2	Rp298	29,00
15930	2	Rp298	29,00
15931	2	Rp298	29,00
15932	2	Rp298	29,00
15933	2	Rp298	29,00
15934	2	Rp298	29,00
15935	2	Rp297	29,00
15936	2	Rp297	29,00
15937	2	Rp297	29,00
15938	2	Rp297	29,00
15939	2	Rp297	29,00
15940	2	Rp297	29,00
15941	2	Rp297	29,00
15942	2	Rp297	29,00
15943	2	Rp297	29,00
15944	2	Rp297	29,00
15945	2	Rp297	29,00
15946	2	Rp297	29,00
15947	2	Rp297	29,00
15948	2	Rp297	29,00
15949	2	Rp297	29,00
15950	2	Rp296	29,00
15951	2	Rp296	29,00
15952	2	Rp296	29,00
15953	2	Rp296	29,00
15954	2	Rp296	29,00
15955	2	Rp296	29,00
15956	2	Rp296	29,00
15957	2	Rp296	29,00
15958	2	Rp296	29,00
15959	2	Rp296	29,00
15960	2	Rp296	29,00
15961	2	Rp296	29,00
15962	2	Rp295	29,00
15963	2	Rp295	29,00
15964	2	Rp295	29,00
15965	2	Rp295	29,00
15966	2	Rp295	29,00
15967	2	Rp295	29,00
15968	2	Rp295	29,00
15969	2	Rp295	29,00
15970	2	Rp294	29,00
15971	2	Rp294	29,00
15972	2	Rp294	29,00
15973	2	Rp294	29,00
15974	2	Rp294	29,00
15975	2	Rp294	29,00
15976	2	Rp294	29,00
15977	2	Rp294	29,00
15978	2	Rp294	29,00
15979	2	Rp293	29,00
15980	2	Rp293	29,00
15981	2	Rp293	29,00
15982	2	Rp293	29,00
15983	2	Rp293	29,00
15984	2	Rp293	29,00
15985	2	Rp293	29,00
15986	2	Rp293	29,00
15987	2	Rp293	29,00
15988	2	Rp293	29,00
15989	2	Rp293	29,00
15990	2	Rp293	29,00
15991	2	Rp292	29,00
15992	2	Rp292	29,00
15993	2	Rp292	29,00
15994	2	Rp292	29,00
15995	2	Rp292	29,00
15996	2	Rp292	29,00
15997	2	Rp292	29,00
15998	2	Rp292	29,00
15999	2	Rp292	29,00
16000	2	Rp292	29,00
16001	2	Rp291	29,00
16002	2	Rp291	29,00
16003	2	Rp291	29,00
16004	2	Rp291	29,00
16005	2	Rp291	29,00
16006	2	Rp291	29,00
16007	2	Rp291	29,00
16008	2	Rp291	29,00
16009	2	Rp291	29,00
16010	2	Rp291	29,00
16011	2	Rp291	29,00
16012	2	Rp290	29,00
16013	2	Rp290	29,00
16014	2	Rp290	29,00
16015	2	Rp290	29,00
16016	2	Rp290	29,00
16017	2	Rp290	28,00
16018	2	Rp290	28,00
16019	2	Rp290	28,00
16020	2	Rp290	28,00
16021	2	Rp290	28,00
16022	2	Rp290	28,00
16023	2	Rp290	28,00
16024	2	Rp289	28,00
16025	2	Rp289	28,00
16026	2	Rp289	28,00
16027	2	Rp289	28,00
16028	2	Rp289	28,00
16029	2	Rp289	28,00
16030	2	Rp289	28,00
16031	2	Rp289	28,00
16032	2	Rp288	28,00
16033	2	Rp288	28,00
16034	2	Rp288	28,00
16035	2	Rp288	28,00
16036	2	Rp288	28,00
16037	2	Rp288	28,00
16038	2	Rp288	28,00
16039	2	Rp288	28,00
16040	2	Rp288	28,00
16041	2	Rp288	28,00
16042	2	Rp288	28,00
16043	2	Rp288	28,00
16044	2	Rp287	28,00
16045	2	Rp287	28,00
16046	2	Rp287	28,00
16047	2	Rp287	28,00
16048	2	Rp287	28,00
16049	2	Rp287	28,00
16050	2	Rp287	28,00
16051	2	Rp287	28,00
16052	2	Rp287	28,00
16053	2	Rp287	28,00
16054	2	Rp287	28,00
16055	2	Rp287	28,00
16056	2	Rp287	28,00
16057	2	Rp287	28,00
16058	2	Rp287	28,00
16059	2	Rp286	28,00
16060	2	Rp286	28,00
16061	2	Rp286	28,00
16062	2	Rp286	28,00
16063	2	Rp286	28,00
16064	2	Rp286	28,00
16065	2	Rp286	28,00
16066	2	Rp286	28,00
16067	2	Rp285	28,00
16068	2	Rp285	28,00
16069	2	Rp285	28,00
16070	2	Rp285	28,00
16071	2	Rp285	28,00
16072	2	Rp285	28,00
16073	2	Rp285	28,00
16074	2	Rp285	28,00
16075	2	Rp285	28,00
16076	2	Rp285	28,00
16077	2	Rp285	28,00
16078	2	Rp285	28,00
16079	2	Rp285	28,00
16080	2	Rp285	28,00
16081	2	Rp285	28,00
16082	2	Rp285	28,00
16083	2	Rp284	28,00
16084	2	Rp284	28,00
16085	2	Rp284	28,00
16086	2	Rp284	28,00
16087	2	Rp284	28,00
16088	2	Rp284	28,00
16089	2	Rp284	28,00
16090	2	Rp284	28,00
16091	2	Rp284	28,00
16092	2	Rp284	28,00
16093	2	Rp284	28,00
16094	2	Rp284	28,00
16095	2	Rp284	28,00
16096	2	Rp284	28,00
16097	2	Rp284	28,00
16098	2	Rp283	28,00
16099	2	Rp283	28,00
16100	2	Rp283	28,00
16101	2	Rp283	28,00
16102	2	Rp283	28,00
16103	2	Rp283	28,00
16104	2	Rp283	28,00
16105	2	Rp283	28,00
16106	2	Rp283	28,00
16107	2	Rp283	28,00
16108	2	Rp283	28,00
16109	2	Rp283	28,00
16110	2	Rp283	28,00
16111	2	Rp283	28,00
16112	2	Rp283	28,00
16113	2	Rp283	28,00
16114	2	Rp283	28,00
16115	2	Rp282	28,00
16116	2	Rp282	28,00
16117	2	Rp282	28,00
16118	2	Rp282	28,00
16119	2	Rp282	28,00
16120	2	Rp282	28,00
16121	2	Rp282	28,00
16122	2	Rp282	28,00
16123	2	Rp282	28,00
16124	2	Rp282	28,00
16125	2	Rp282	28,00
16126	2	Rp282	28,00
16127	2	Rp282	28,00
16128	2	Rp282	28,00
16129	2	Rp281	28,00
16130	2	Rp281	28,00
16131	2	Rp281	28,00
16132	2	Rp281	28,00
16133	2	Rp281	28,00
16134	2	Rp281	28,00
16135	2	Rp281	28,00
16136	2	Rp281	28,00
16137	2	Rp281	28,00
16138	2	Rp281	28,00
16139	2	Rp281	28,00
16140	2	Rp280	28,00
16141	2	Rp280	28,00
16142	2	Rp280	28,00
16143	2	Rp280	28,00
16144	2	Rp280	28,00
16145	2	Rp280	28,00
16146	2	Rp280	28,00
16147	2	Rp280	27,00
16148	2	Rp280	27,00
16149	2	Rp280	27,00
16150	2	Rp279	27,00
16151	2	Rp279	27,00
16152	2	Rp279	27,00
16153	2	Rp279	27,00
16154	2	Rp279	27,00
16155	2	Rp279	27,00
16156	2	Rp279	27,00
16157	2	Rp279	27,00
16158	2	Rp279	27,00
16159	2	Rp279	27,00
16160	2	Rp279	27,00
16161	2	Rp279	27,00
16162	2	Rp279	27,00
16163	2	Rp279	27,00
16164	2	Rp279	27,00
16165	2	Rp278	27,00
16166	2	Rp278	27,00
16167	2	Rp278	27,00
16168	2	Rp278	27,00
16169	2	Rp278	27,00
16170	2	Rp278	27,00
16171	2	Rp278	27,00
16172	2	Rp278	27,00
16173	2	Rp278	27,00
16174	2	Rp278	27,00
16175	2	Rp278	27,00
16176	2	Rp277	27,00
