id,nama
JUAL-55,Data JUAL-55
RETUR-20,Data RETUR-20
JUAL-280,Data JUAL-280
JUAL-310,Data JUAL-310
JUAL-269,Data JUAL-269
JUAL-187,Data JUAL-187
RETUR-155,Data RETUR-155
JUAL-195,Data JUAL-195
BELI-488,Data BELI-488
RETUR-402,Data RETUR-402
BELI-231,Data BELI-231
JUAL-294,Data JUAL-294
BELI-453,Data BELI-453
JUAL-356,Data JUAL-356
BELI-136,Data BELI-136
JUAL-119,Data JUAL-119
JUAL-335,Data JUAL-335
BELI-487,Data BELI-487
JUAL-94,Data JUAL-94
BELI-53,Data BELI-53
JUAL-123,Data JUAL-123
RETUR-127,Data RETUR-127
BELI-48,Data BELI-48
RETUR-186,Data RETUR-186
BELI-37,Data BELI-37
BELI-105,Data BELI-105
RETUR-450,Data RETUR-450
JUAL-149,Data JUAL-149
RETUR-45,Data RETUR-45
RETUR-484,Data RETUR-484
RETUR-73,Data RETUR-73
BELI-359,Data BELI-359
BELI-89,Data BELI-89
JUAL-460,Data JUAL-460
RETUR-169,Data RETUR-169
RETUR-77,Data RETUR-77
RETUR-492,Data RETUR-492
JUAL-458,Data JUAL-458
JUAL-218,Data JUAL-218
BELI-142,Data BELI-142
BELI-336,Data BELI-336
RETUR-489,Data RETUR-489
JUAL-452,Data JUAL-452
JUAL-174,Data JUAL-174
BELI-247,Data BELI-247
BELI-373,Data BELI-373
BELI-64,Data BELI-64
JUAL-87,Data JUAL-87
RETUR-326,Data RETUR-326
JUAL-82,Data JUAL-82
BELI-400,Data BELI-400
BELI-493,Data BELI-493
JUAL-492,Data JUAL-492
BELI-479,Data BELI-479
RETUR-6,Data RETUR-6
RETUR-339,Data RETUR-339
JUAL-247,Data JUAL-247
RETUR-92,Data RETUR-92
BELI-405,Data BELI-405
RETUR-56,Data RETUR-56
BELI-309,Data BELI-309
RETUR-304,Data RETUR-304
RETUR-67,Data RETUR-67
RETUR-164,Data RETUR-164
RETUR-103,Data RETUR-103
JUAL-471,Data JUAL-471
RETUR-253,Data RETUR-253
JUAL-497,Data JUAL-497
JUAL-115,Data JUAL-115
RETUR-18,Data RETUR-18
RETUR-444,Data RETUR-444
JUAL-347,Data JUAL-347
RETUR-417,Data RETUR-417
RETUR-476,Data RETUR-476
BELI-312,Data BELI-312
RETUR-47,Data RETUR-47
BELI-316,Data BELI-316
RETUR-269,Data RETUR-269
BELI-156,Data BELI-156
JUAL-273,Data JUAL-273
RETUR-255,Data RETUR-255
RETUR-89,Data RETUR-89
JUAL-243,Data JUAL-243
JUAL-429,Data JUAL-429
BELI-77,Data BELI-77
RETUR-26,Data RETUR-26
BELI-330,Data BELI-330
BELI-11,Data BELI-11
JUAL-391,Data JUAL-391
BELI-363,Data BELI-363
BELI-307,Data BELI-307
BELI-358,Data BELI-358
JUAL-178,Data JUAL-178
RETUR-38,Data RETUR-38
RETUR-68,Data RETUR-68
BELI-31,Data BELI-31
BELI-406,Data BELI-406
BELI-321,Data BELI-321
BELI-446,Data BELI-446
JUAL-233,Data JUAL-233
BELI-380,Data BELI-380
RETUR-251,Data RETUR-251
BELI-184,Data BELI-184
RETUR-1,Data RETUR-1
JUAL-161,Data JUAL-161
JUAL-78,Data JUAL-78
BELI-213,Data BELI-213
JUAL-97,Data JUAL-97
BELI-151,Data BELI-151
BELI-313,Data BELI-313
RETUR-338,Data RETUR-338
JUAL-107,Data JUAL-107
JUAL-298,Data JUAL-298
BELI-442,Data BELI-442
JUAL-304,Data JUAL-304
JUAL-181,Data JUAL-181
BELI-304,Data BELI-304
BELI-125,Data BELI-125
RETUR-354,Data RETUR-354
BELI-327,Data BELI-327
RETUR-170,Data RETUR-170
JUAL-305,Data JUAL-305
JUAL-409,Data JUAL-409
RETUR-21,Data RETUR-21
RETUR-397,Data RETUR-397
RETUR-451,Data RETUR-451
JUAL-179,Data JUAL-179
BELI-418,Data BELI-418
RETUR-137,Data RETUR-137
RETUR-410,Data RETUR-410
RETUR-391,Data RETUR-391
RETUR-29,Data RETUR-29
JUAL-101,Data JUAL-101
BELI-254,Data BELI-254
BELI-419,Data BELI-419
RETUR-237,Data RETUR-237
JUAL-481,Data JUAL-481
BELI-219,Data BELI-219
BELI-17,Data BELI-17
BELI-467,Data BELI-467
JUAL-385,Data JUAL-385
RETUR-469,Data RETUR-469
JUAL-256,Data JUAL-256
RETUR-370,Data RETUR-370
BELI-473,Data BELI-473
BELI-246,Data BELI-246
BELI-308,Data BELI-308
RETUR-141,Data RETUR-141
BELI-130,Data BELI-130
RETUR-459,Data RETUR-459
JUAL-221,Data JUAL-221
JUAL-95,Data JUAL-95
BELI-23,Data BELI-23
JUAL-388,Data JUAL-388
BELI-324,Data BELI-324
BELI-340,Data BELI-340
BELI-188,Data BELI-188
BELI-273,Data BELI-273
BELI-432,Data BELI-432
RETUR-425,Data RETUR-425
RETUR-322,Data RETUR-322
JUAL-427,Data JUAL-427
RETUR-178,Data RETUR-178
JUAL-313,Data JUAL-313
JUAL-468,Data JUAL-468
JUAL-380,Data JUAL-380
RETUR-86,Data RETUR-86
JUAL-342,Data JUAL-342
JUAL-73,Data JUAL-73
JUAL-231,Data JUAL-231
BELI-240,Data BELI-240
JUAL-102,Data JUAL-102
RETUR-357,Data RETUR-357
JUAL-90,Data JUAL-90
RETUR-463,Data RETUR-463
JUAL-23,Data JUAL-23
JUAL-276,Data JUAL-276
BELI-430,Data BELI-430
JUAL-339,Data JUAL-339
JUAL-38,Data JUAL-38
BELI-465,Data BELI-465
RETUR-318,Data RETUR-318
BELI-36,Data BELI-36
RETUR-134,Data RETUR-134
BELI-299,Data BELI-299
BELI-26,Data BELI-26
RETUR-146,Data RETUR-146
RETUR-349,Data RETUR-349
BELI-68,Data BELI-68
JUAL-121,Data JUAL-121
JUAL-419,Data JUAL-419
RETUR-387,Data RETUR-387
RETUR-149,Data RETUR-149
BELI-274,Data BELI-274
RETUR-239,Data RETUR-239
BELI-292,Data BELI-292
BELI-243,Data BELI-243
BELI-186,Data BELI-186
JUAL-20,Data JUAL-20
BELI-22,Data BELI-22
BELI-457,Data BELI-457
BELI-42,Data BELI-42
BELI-230,Data BELI-230
RETUR-367,Data RETUR-367
RETUR-356,Data RETUR-356
RETUR-138,Data RETUR-138
RETUR-273,Data RETUR-273
JUAL-15,Data JUAL-15
JUAL-493,Data JUAL-493
BELI-450,Data BELI-450
RETUR-376,Data RETUR-376
JUAL-114,Data JUAL-114
RETUR-99,Data RETUR-99
RETUR-71,Data RETUR-71
BELI-100,Data BELI-100
BELI-237,Data BELI-237
BELI-154,Data BELI-154
JUAL-99,Data JUAL-99
JUAL-213,Data JUAL-213
BELI-341,Data BELI-341
RETUR-347,Data RETUR-347
RETUR-82,Data RETUR-82
BELI-70,Data BELI-70
JUAL-299,Data JUAL-299
RETUR-115,Data RETUR-115
RETUR-405,Data RETUR-405
BELI-354,Data BELI-354
JUAL-482,Data JUAL-482
JUAL-70,Data JUAL-70
RETUR-395,Data RETUR-395
RETUR-260,Data RETUR-260
RETUR-194,Data RETUR-194
BELI-390,Data BELI-390
JUAL-29,Data JUAL-29
JUAL-194,Data JUAL-194
RETUR-249,Data RETUR-249
RETUR-192,Data RETUR-192
JUAL-229,Data JUAL-229
BELI-265,Data BELI-265
BELI-187,Data BELI-187
JUAL-465,Data JUAL-465
JUAL-402,Data JUAL-402
BELI-152,Data BELI-152
RETUR-383,Data RETUR-383
JUAL-69,Data JUAL-69
BELI-280,Data BELI-280
BELI-208,Data BELI-208
RETUR-207,Data RETUR-207
RETUR-81,Data RETUR-81
JUAL-2,Data JUAL-2
RETUR-174,Data RETUR-174
RETUR-85,Data RETUR-85
BELI-50,Data BELI-50
RETUR-156,Data RETUR-156
JUAL-40,Data JUAL-40
BELI-163,Data BELI-163
RETUR-495,Data RETUR-495
BELI-437,Data BELI-437
BELI-55,Data BELI-55
RETUR-60,Data RETUR-60
BELI-434,Data BELI-434
JUAL-271,Data JUAL-271
JUAL-130,Data JUAL-130
RETUR-11,Data RETUR-11
RETUR-34,Data RETUR-34
JUAL-214,Data JUAL-214
JUAL-296,Data JUAL-296
RETUR-316,Data RETUR-316
BELI-393,Data BELI-393
JUAL-360,Data JUAL-360
RETUR-19,Data RETUR-19
JUAL-368,Data JUAL-368
BELI-417,Data BELI-417
BELI-60,Data BELI-60
JUAL-417,Data JUAL-417
JUAL-43,Data JUAL-43
BELI-28,Data BELI-28
BELI-441,Data BELI-441
BELI-95,Data BELI-95
JUAL-53,Data JUAL-53
JUAL-193,Data JUAL-193
RETUR-55,Data RETUR-55
BELI-30,Data BELI-30
JUAL-154,Data JUAL-154
BELI-212,Data BELI-212
RETUR-437,Data RETUR-437
BELI-384,Data BELI-384
BELI-275,Data BELI-275
BELI-351,Data BELI-351
BELI-285,Data BELI-285
RETUR-119,Data RETUR-119
RETUR-166,Data RETUR-166
RETUR-243,Data RETUR-243
BELI-349,Data BELI-349
JUAL-390,Data JUAL-390
RETUR-70,Data RETUR-70
RETUR-298,Data RETUR-298
RETUR-151,Data RETUR-151
JUAL-398,Data JUAL-398
JUAL-314,Data JUAL-314
JUAL-190,Data JUAL-190
BELI-203,Data BELI-203
JUAL-135,Data JUAL-135
BELI-1,Data BELI-1
RETUR-379,Data RETUR-379
JUAL-486,Data JUAL-486
JUAL-96,Data JUAL-96
BELI-127,Data BELI-127
RETUR-90,Data RETUR-90
RETUR-294,Data RETUR-294
RETUR-94,Data RETUR-94
BELI-438,Data BELI-438
BELI-93,Data BELI-93
JUAL-469,Data JUAL-469
RETUR-319,Data RETUR-319
RETUR-389,Data RETUR-389
BELI-27,Data BELI-27
RETUR-12,Data RETUR-12
JUAL-257,Data JUAL-257
JUAL-56,Data JUAL-56
BELI-497,Data BELI-497
JUAL-31,Data JUAL-31
JUAL-57,Data JUAL-57
JUAL-407,Data JUAL-407
BELI-433,Data BELI-433
BELI-63,Data BELI-63
RETUR-266,Data RETUR-266
RETUR-123,Data RETUR-123
BELI-176,Data BELI-176
JUAL-379,Data JUAL-379
RETUR-445,Data RETUR-445
JUAL-344,Data JUAL-344
RETUR-165,Data RETUR-165
BELI-90,Data BELI-90
RETUR-57,Data RETUR-57
RETUR-340,Data RETUR-340
JUAL-125,Data JUAL-125
JUAL-188,Data JUAL-188
JUAL-266,Data JUAL-266
BELI-395,Data BELI-395
BELI-335,Data BELI-335
BELI-69,Data BELI-69
RETUR-242,Data RETUR-242
JUAL-392,Data JUAL-392
JUAL-476,Data JUAL-476
BELI-99,Data BELI-99
JUAL-303,Data JUAL-303
BELI-337,Data BELI-337
JUAL-112,Data JUAL-112
JUAL-241,Data JUAL-241
JUAL-446,Data JUAL-446
RETUR-443,Data RETUR-443
JUAL-66,Data JUAL-66
JUAL-75,Data JUAL-75
BELI-339,Data BELI-339
JUAL-438,Data JUAL-438
JUAL-480,Data JUAL-480
BELI-314,Data BELI-314
RETUR-428,Data RETUR-428
BELI-82,Data BELI-82
JUAL-16,Data JUAL-16
BELI-182,Data BELI-182
JUAL-211,Data JUAL-211
RETUR-120,Data RETUR-120
RETUR-114,Data RETUR-114
JUAL-11,Data JUAL-11
BELI-235,Data BELI-235
RETUR-139,Data RETUR-139
RETUR-221,Data RETUR-221
JUAL-153,Data JUAL-153
BELI-132,Data BELI-132
RETUR-198,Data RETUR-198
JUAL-24,Data JUAL-24
BELI-7,Data BELI-7
BELI-199,Data BELI-199
JUAL-365,Data JUAL-365
RETUR-201,Data RETUR-201
BELI-348,Data BELI-348
JUAL-223,Data JUAL-223
RETUR-208,Data RETUR-208
BELI-326,Data BELI-326
BELI-5,Data BELI-5
JUAL-33,Data JUAL-33
RETUR-283,Data RETUR-283
BELI-500,Data BELI-500
RETUR-350,Data RETUR-350
BELI-109,Data BELI-109
JUAL-88,Data JUAL-88
JUAL-205,Data JUAL-205
RETUR-300,Data RETUR-300
RETUR-334,Data RETUR-334
BELI-317,Data BELI-317
JUAL-370,Data JUAL-370
RETUR-122,Data RETUR-122
RETUR-486,Data RETUR-486
JUAL-46,Data JUAL-46
RETUR-280,Data RETUR-280
JUAL-328,Data JUAL-328
RETUR-438,Data RETUR-438
BELI-101,Data BELI-101
JUAL-206,Data JUAL-206
RETUR-53,Data RETUR-53
RETUR-271,Data RETUR-271
RETUR-320,Data RETUR-320
BELI-149,Data BELI-149
JUAL-406,Data JUAL-406
JUAL-488,Data JUAL-488
BELI-183,Data BELI-183
BELI-416,Data BELI-416
JUAL-318,Data JUAL-318
RETUR-62,Data RETUR-62
BELI-124,Data BELI-124
RETUR-473,Data RETUR-473
BELI-478,Data BELI-478
JUAL-449,Data JUAL-449
BELI-256,Data BELI-256
BELI-160,Data BELI-160
BELI-51,Data BELI-51
JUAL-222,Data JUAL-222
BELI-412,Data BELI-412
JUAL-224,Data JUAL-224
BELI-345,Data BELI-345
JUAL-217,Data JUAL-217
JUAL-200,Data JUAL-200
BELI-15,Data BELI-15
JUAL-22,Data JUAL-22
JUAL-117,Data JUAL-117
RETUR-452,Data RETUR-452
BELI-114,Data BELI-114
RETUR-51,Data RETUR-51
JUAL-122,Data JUAL-122
JUAL-255,Data JUAL-255
BELI-387,Data BELI-387
RETUR-440,Data RETUR-440
RETUR-116,Data RETUR-116
BELI-129,Data BELI-129
BELI-228,Data BELI-228
BELI-92,Data BELI-92
RETUR-330,Data RETUR-330
BELI-147,Data BELI-147
RETUR-475,Data RETUR-475
RETUR-204,Data RETUR-204
RETUR-284,Data RETUR-284
RETUR-490,Data RETUR-490
JUAL-350,Data JUAL-350
BELI-161,Data BELI-161
RETUR-15,Data RETUR-15
JUAL-48,Data JUAL-48
RETUR-222,Data RETUR-222
RETUR-100,Data RETUR-100
JUAL-34,Data JUAL-34
JUAL-250,Data JUAL-250
RETUR-14,Data RETUR-14
JUAL-227,Data JUAL-227
JUAL-143,Data JUAL-143
BELI-14,Data BELI-14
BELI-427,Data BELI-427
JUAL-14,Data JUAL-14
JUAL-394,Data JUAL-394
RETUR-234,Data RETUR-234
BELI-492,Data BELI-492
RETUR-267,Data RETUR-267
JUAL-76,Data JUAL-76
BELI-106,Data BELI-106
BELI-177,Data BELI-177
RETUR-30,Data RETUR-30
BELI-3,Data BELI-3
BELI-91,Data BELI-91
BELI-325,Data BELI-325
BELI-281,Data BELI-281
RETUR-413,Data RETUR-413
BELI-259,Data BELI-259
BELI-484,Data BELI-484
BELI-211,Data BELI-211
JUAL-311,Data JUAL-311
JUAL-61,Data JUAL-61
JUAL-240,Data JUAL-240
JUAL-306,Data JUAL-306
RETUR-291,Data RETUR-291
BELI-9,Data BELI-9
BELI-334,Data BELI-334
BELI-426,Data BELI-426
RETUR-64,Data RETUR-64
JUAL-137,Data JUAL-137
BELI-52,Data BELI-52
BELI-353,Data BELI-353
RETUR-262,Data RETUR-262
BELI-200,Data BELI-200
BELI-289,Data BELI-289
RETUR-42,Data RETUR-42
RETUR-415,Data RETUR-415
BELI-104,Data BELI-104
RETUR-130,Data RETUR-130
BELI-67,Data BELI-67
JUAL-338,Data JUAL-338
BELI-214,Data BELI-214
BELI-169,Data BELI-169
RETUR-293,Data RETUR-293
BELI-113,Data BELI-113
RETUR-307,Data RETUR-307
JUAL-329,Data JUAL-329
JUAL-315,Data JUAL-315
BELI-462,Data BELI-462
BELI-146,Data BELI-146
JUAL-393,Data JUAL-393
JUAL-219,Data JUAL-219
RETUR-28,Data RETUR-28
RETUR-474,Data RETUR-474
RETUR-346,Data RETUR-346
JUAL-72,Data JUAL-72
BELI-466,Data BELI-466
JUAL-249,Data JUAL-249
JUAL-141,Data JUAL-141
BELI-58,Data BELI-58
BELI-258,Data BELI-258
BELI-443,Data BELI-443
BELI-178,Data BELI-178
RETUR-3,Data RETUR-3
RETUR-229,Data RETUR-229
RETUR-87,Data RETUR-87
RETUR-400,Data RETUR-400
JUAL-42,Data JUAL-42
RETUR-447,Data RETUR-447
JUAL-151,Data JUAL-151
RETUR-140,Data RETUR-140
RETUR-17,Data RETUR-17
JUAL-401,Data JUAL-401
BELI-451,Data BELI-451
JUAL-10,Data JUAL-10
BELI-496,Data BELI-496
BELI-45,Data BELI-45
JUAL-464,Data JUAL-464
JUAL-324,Data JUAL-324
RETUR-36,Data RETUR-36
BELI-85,Data BELI-85
BELI-495,Data BELI-495
RETUR-362,Data RETUR-362
BELI-293,Data BELI-293
JUAL-79,Data JUAL-79
RETUR-406,Data RETUR-406
RETUR-442,Data RETUR-442
RETUR-238,Data RETUR-238
BELI-411,Data BELI-411
BELI-369,Data BELI-369
BELI-222,Data BELI-222
JUAL-348,Data JUAL-348
BELI-62,Data BELI-62
BELI-34,Data BELI-34
BELI-480,Data BELI-480
JUAL-275,Data JUAL-275
JUAL-140,Data JUAL-140
JUAL-27,Data JUAL-27
BELI-260,Data BELI-260
JUAL-183,Data JUAL-183
BELI-404,Data BELI-404
JUAL-359,Data JUAL-359
BELI-463,Data BELI-463
RETUR-297,Data RETUR-297
BELI-59,Data BELI-59
JUAL-373,Data JUAL-373
BELI-360,Data BELI-360
RETUR-129,Data RETUR-129
RETUR-323,Data RETUR-323
RETUR-264,Data RETUR-264
RETUR-197,Data RETUR-197
JUAL-86,Data JUAL-86
BELI-423,Data BELI-423
JUAL-67,Data JUAL-67
